from	target_from
chr19:33463122-33468401	FAAP24
chr19:33469497-33555824	RHPN2
chr19:33571785-33621318	GPATCH1
chr19:3366564-3469215	NFIC
chr19:33667317-33669438	.
chr19:33685598-33699773	LRP3
chr19:33764790-33765437	.
chr19:33864034-33865718	.
chr19:33864574-33873592	CEBPG
chr19:33866529-33867029	.
chr19:33867333-33867833	.
chr19:33877854-34012799	PEPD
chr19:34034126-34034626	.
chr19:3403503-3405385	.
chr19:34041013-34041843	.
chr19:34175433-34264414	CHST8
chr19:34285590-34288522	.
chr19:34287750-34306666	KCTD15
chr19:34288534-34290147	.
chr19:34294985-34295587	.
chr19:34310807-34311390	.
chr19:34359420-34360117	.
chr19:34367162-34367995	.
chr19:34370661-34371227	.
chr19:34374553-34375542	.
chr19:34395547-34396142	.
chr19:34396216-34397468	.
chr19:34398044-34398544	.
chr19:34532678-34533281	.
chr19:34573513-34574013	.
chr19:34624950-34625991	.
chr19:34662258-34664783	.
chr19:34663351-34720420	LSM14A
chr19:34708093-34708769	.
chr19:34711322-34711822	.
chr19:34723305-34724409	.
chr19:34725054-34725554	.
chr19:34727134-34727737	.
chr19:34745093-34746416	.
chr19:34745455-34846471	KIAA0355
chr19:34751713-34752213	.
chr19:34759157-34759657	.
chr19:34819728-34820228	.
chr19:34836713-34837213	.
chr19:34849682-34850914	.
chr19:34856024-34893318	GPI
chr19:34857717-34858217	.
chr19:34895302-34917072	PDCD2L
chr19:3490818-3500621	DOHH
chr19:34919267-34960798	UBA2
chr19:34921601-34922101	.
chr19:34923537-34924133	.
chr19:34951976-34952922	.
chr19:34972879-34992085	WTIP
chr19:35130349-35130849	.
chr19:35167685-35169217	.
chr19:35168543-35177302	ZNF302
chr19:35224120-35225743	.
chr19:35225479-35233774	ZNF181
chr19:3522953-3536755	FZR1
chr19:35248978-35264134	ZNF599
chr19:35263803-35264403	.
chr19:35413918-35417730	ZNF30-AS1
chr19:35417480-35418119	.
chr19:35417806-35436076	ZNF30
chr19:3544196-3557582	MFSD12
chr19:35447257-35454953	ZNF792
chr19:35463703-35464499	.
chr19:35491223-35517375	GRAMD1A
chr19:35521591-35531353	SCN1B
chr19:35581313-35581813	.
chr19:35615416-35626178	LGI4
chr19:35630362-35633959	FXYD1
chr19:35645624-35660788	FXYD5
chr19:35704756-35705478	.
chr19:3572942-3579081	HMG20B
chr19:35739558-35758867	LSR
chr19:35756475-35756975	.
chr19:35757773-35760130	.
chr19:35759880-35770724	USF2
chr19:35760295-35761217	.
chr19:35768529-35769029	.
chr19:35769268-35770306	.
chr19:35770920-35771420	.
chr19:35775892-35776477	.
chr19:35782988-35804709	MAG
chr19:35799937-35801929	.
chr19:35820071-35838264	CD22
chr19:35920852-35921352	.
chr19:35925337-35925837	.
chr19:35927236-35928412	.
chr19:35929311-35929892	.
chr19:3594503-3606831	TBXA2R
chr19:35976222-35976910	.
chr19:35986144-35986702	.
chr19:35988118-36004560	DMKN
chr19:35992586-35993173	.
chr19:36013459-36013959	.
chr19:36024063-36024563	.
chr19:36031639-36036931	TMEM147-AS1
chr19:36036217-36037181	.
chr19:36036501-36038429	TMEM147
chr19:36048812-36049312	.
chr19:36103645-36116251	HAUS5
chr19:3610642-3626813	CACTIN
chr19:36184574-36185152	.
chr19:36192881-36193961	.
chr19:3630178-3700477	PIP5K1C
chr19:36359346-36370699	APLP1
chr19:36484967-36485467	.
chr19:36485768-36486339	.
chr19:36486089-36487220	SDHAF1
chr19:36486501-36487001	.
chr19:36489858-36491013	.
chr19:36499445-36499945	.
chr19:36672961-36705575	ZNF565
chr19:36681297-36681797	.
chr19:36704801-36706654	.
chr19:36705503-36729675	ZNF146
chr19:36748302-36748802	.
chr19:36825354-36870105	ZFP14
chr19:36869326-36870362	.
chr19:36879531-36909576	ZFP82
chr19:36936020-36980463	ZNF566
chr19:36979973-36981171	.
chr19:36980528-36981942	LOC728752
chr19:37001588-37019248	ZNF260
chr19:37018919-37019850	.
chr19:37034516-37096178	ZNF529
chr19:37063673-37064793	.
chr19:37063971-37085618	ZNF529-AS1
chr19:37095836-37096969	.
chr19:37096206-37119499	ZNF382
chr19:37176340-37178351	LINC01534
chr19:37178101-37178991	.
chr19:37178513-37212238	ZNF567
chr19:37230968-37231468	.
chr19:37234379-37263716	ZNF850
chr19:37262294-37264270	.
chr19:37264019-37267980	LOC728485
chr19:37266642-37267142	.
chr19:37288451-37319013	ZNF790-AS1
chr19:37309223-37329286	ZNF790
chr19:37328622-37329947	.
chr19:37340932-37342269	.
chr19:37341259-37370477	ZNF345
chr19:37379025-37407193	ZNF829
chr19:37406703-37407767	.
chr19:37407230-37443645	ZNF568
chr19:37498464-37498964	.
chr19:3750770-3761673	APBA3
chr19:37569123-37621268	ZNF420
chr19:3762664-3767563	MRPL54
chr19:37638339-37663643	ZNF585A
chr19:37663183-37663936	.
chr19:37672480-37701451	ZNF585B
chr19:37701201-37701817	.
chr19:37708538-37709331	.
chr19:37708827-37734826	ZNF383
chr19:37742410-37743036	.
chr19:37742786-37756437	LINC01535
chr19:37803289-37804065	.
chr19:37808163-37809270	.
chr19:37825041-37826057	.
chr19:37825525-37855357	HKR1
chr19:37861408-37862592	.
chr19:37862058-37883966	ZNF527
chr19:37902059-37958339	ZNF569
chr19:37957638-37958618	.
chr19:37959484-37960457	.
chr19:37959959-37979554	ZNF570
chr19:37988062-37997989	ZNF793-AS1
chr19:37997039-37998253	.
chr19:37997840-38034239	ZNF793
chr19:38055154-38085693	ZNF571
chr19:38084936-38086455	.
chr19:38085730-38105079	ZNF540
chr19:38123388-38146313	ZFP30
chr19:38145387-38145887	.
chr19:38146063-38147201	.
chr19:38158649-38183216	ZNF781
chr19:38182536-38183466	.
chr19:38187263-38210691	ZNF607
chr19:38210046-38211271	.
chr19:38229202-38270230	ZNF573
chr19:38269980-38270831	.
chr19:38308050-38317278	LOC644554
chr19:38389244-38389744	.
chr19:38393148-38393648	.
chr19:38397860-38699012	SIPA1L3
chr19:38488691-38489191	.
chr19:38493882-38494846	.
chr19:38495079-38495992	.
chr19:38553382-38554129	.
chr19:38633008-38633781	.
chr19:38720172-38720850	.
chr19:38724374-38724874	.
chr19:38734393-38735233	.
chr19:38736735-38737235	.
chr19:38741876-38747231	PPP1R14A
chr19:38745828-38746728	.
chr19:38754682-38755716	.
chr19:38755097-38783254	SPINT2
chr19:38755915-38756767	.
chr19:38768051-38769079	.
chr19:38773131-38773631	.
chr19:38774855-38775540	.
chr19:38789323-38789823	.
chr19:38794199-38806445	YIF1B
chr19:38794800-38795646	C19orf33
chr19:38795473-38796112	.
chr19:38810483-38819649	KCNK6
chr19:38826442-38861589	CATSPERG
chr19:38849727-38850227	.
chr19:38852340-38853553	.
chr19:38864626-38865835	.
chr19:38865189-38874464	PSMD8
chr19:38893774-38899728	FAM98C
chr19:38924339-39078204	RYR1
chr19:39005639-39006139	.
chr19:39086986-39092334	LOC105372397
chr19:39109713-39127599	EIF3K
chr19:39138255-39221172	ACTN4
chr19:39220831-39235114	CAPN12
chr19:39260126-39260885	.
chr19:39269220-39269720	.
chr19:39292310-39303740	LGALS4
chr19:39306061-39322497	ECH1
chr19:39327027-39340617	HNRNPL
chr19:39358471-39368919	RINL
chr19:39369194-39390502	SIRT2
chr19:39390569-39399534	NFKBIB
chr19:39405903-39421536	SARS2
chr19:39421593-39423659	MRPS12
chr19:39432040-39466453	FBXO17
chr19:39514662-39523236	FBXO27
chr19:3958450-3971121	DAPK3
chr19:39612617-39613117	.
chr19:39616082-39617000	.
chr19:39616419-39670046	PAK4
chr19:39617109-39617609	.
chr19:39621954-39622454	.
chr19:39622895-39623395	.
chr19:39624228-39624728	.
chr19:39630609-39631109	.
chr19:39631249-39631749	.
chr19:39635116-39635616	.
chr19:39635724-39636644	.
chr19:3976053-3985461	EEF2
chr19:39801488-39801988	.
chr19:39818996-39826726	GMFG
chr19:39831825-39833348	.
chr19:39833098-39875537	SAMD4B
chr19:39853250-39854322	.
chr19:39854381-39854881	.
chr19:39862693-39863742	.
chr19:39876269-39881835	PAF1
chr19:39881035-39882506	.
chr19:39881942-39891277	MED29
chr19:39887777-39888723	.
chr19:39892990-39893684	.
chr19:39893768-39894719	.
chr19:39897486-39900052	ZFP36
chr19:39899920-39901155	.
chr19:39902362-39904670	.
chr19:39903749-39919055	PLEKHG2
chr19:39918167-39918667	.
chr19:39918771-39919731	.
chr19:40005752-40011326	SELENOV
chr19:40022172-40023507	EID2B
chr19:40022857-40023768	.
chr19:40029446-40030838	EID2
chr19:40029949-40031222	.
chr19:4007595-4039384	PIAS4
chr19:40323942-40325123	.
chr19:40325092-40337054	FBL
chr19:40330237-40330963	.
chr19:40332968-40333468	.
chr19:40334517-40335017	.
chr19:40336190-40337516	.
chr19:40337596-40338096	.
chr19:40353962-40440533	FCGBP
chr19:4043301-4066943	ZBTB7A
chr19:40476659-40477255	.
chr19:40476911-40487671	PSMC4
chr19:40502942-40526948	ZNF546
chr19:40534166-40562115	ZNF780B
chr19:40561865-40562404	.
chr19:40578898-40596845	ZNF780A
chr19:40595361-40595861	.
chr19:40595962-40597335	.
chr19:40645644-40646144	.
chr19:40665475-40666062	.
chr19:40697650-40721482	MAP3K10
chr19:40736223-40791302	AKT2
chr19:40826966-40854316	C19orf47
chr19:40854331-40884397	PLD3
chr19:40899670-40919271	PRX
chr19:4090319-4124126	MAP2K2
chr19:40928408-40931932	SERTAD1
chr19:40946747-40948505	SERTAD3
chr19:40953690-40971725	BLVRB
chr19:40973125-41082365	SPTBN4
chr19:41082756-41097305	SHKBP1
chr19:41099071-41135725	LTBP4
chr19:41171811-41196563	NUMBL
chr19:41197433-41222790	COQ8B
chr19:41223007-41246765	ITPKC
chr19:41246760-41255828	C19orf54
chr19:41256758-41271297	SNRPA
chr19:41281281-41283398	MIA
chr19:41284123-41302849	RAB4B
chr19:41284123-41314346	RAB4B-EGLN2
chr19:41305333-41314346	EGLN2
chr19:41314347-41317005	CYP2T1P
chr19:41466514-41467095	.
chr19:41725103-41767672	AXL
chr19:4174105-4182601	SIRT6
chr19:41768018-41768619	.
chr19:41768786-41770414	.
chr19:41770704-41771204	.
chr19:41770954-41813688	HNRNPUL1
chr19:41771525-41772025	.
chr19:41804182-41804682	.
chr19:41804841-41805452	.
chr19:41805577-41806077	.
chr19:41814347-41816595	.
chr19:41816067-41830788	CCDC97
chr19:4183350-4224811	ANKRD24
chr19:41836227-41859788	TGFB1
chr19:41860321-41870078	B9D2
chr19:41879859-41880359	.
chr19:41882135-41883107	.
chr19:41882437-41889987	TMEM91
chr19:41884246-41884746	.
chr19:41892275-41903256	EXOSC5
chr19:41892282-41892964	.
chr19:41903006-41903943	.
chr19:41903693-41930910	BCKDHA
chr19:41913184-41913843	.
chr19:41932911-41934330	.
chr19:41937222-41945843	ATP5SL
chr19:41945266-41946093	.
chr19:42007223-42007723	.
chr19:42037243-42037743	.
chr19:42037798-42038481	.
chr19:42069612-42070220	.
chr19:42076910-42077410	.
chr19:42082530-42093197	CEACAM21
chr19:42363987-42375484	RPS19
chr19:42387266-42411604	ARHGEF1
chr19:42460832-42463528	RABAC1
chr19:4247066-4269090	CCDC94
chr19:42502467-42569957	GRIK5
chr19:42580289-42585720	ZNF574
chr19:42612584-42613084	.
chr19:42613666-42614166	.
chr19:42636780-42641251	LOC100505622
chr19:42644208-42644708	.
chr19:42702744-42721944	DEDD2
chr19:42724422-42731205	ZNF526
chr19:42734337-42746736	GSK3A
chr19:42746486-42747640	.
chr19:42748526-42749440	.
chr19:42751712-42759316	ERF
chr19:42772264-42773445	.
chr19:42788816-42799948	CIC
chr19:42801184-42806796	PAFAH1B3
chr19:42829760-42882921	MEGF8
chr19:42901279-42912604	LOC101930071
chr19:42905658-42931578	LIPE
chr19:42927906-43156507	LIPE-AS1
chr19:42937428-42938253	.
chr19:42940175-42940755	.
chr19:42942495-42942995	.
chr19:42954414-42955082	.
chr19:43011457-43032661	CEACAM1
chr19:4324039-4338847	STAP2
chr19:4343523-4360083	MPND
chr19:4360363-4400565	SH3GL1
chr19:43964945-43969831	LYPD3
chr19:43966712-43968620	.
chr19:43978762-43980091	.
chr19:43993405-43994045	.
chr19:4402659-4443394	CHAF1A
chr19:44047463-44079730	XRCC1
chr19:44058357-44058857	.
chr19:44059269-44059769	.
chr19:44079064-44080163	.
chr19:44126521-44143991	CADM4
chr19:44138613-44139665	.
chr19:44156376-44156876	.
chr19:44204642-44205142	.
chr19:44205380-44205880	.
chr19:44229567-44230067	.
chr19:44232148-44259188	SMG9
chr19:44249372-44249872	.
chr19:44258216-44260033	.
chr19:44269145-44269645	.
chr19:44278443-44279031	.
chr19:44289397-44289897	.
chr19:44331059-44331722	.
chr19:44331472-44353050	ZNF283
chr19:44376514-44384288	ZNF404
chr19:44395955-44405955	LOC100505715
chr19:44405557-44406247	.
chr19:44416775-44439411	ZNF45
chr19:44438463-44439999	.
chr19:4445002-4457791	UBXN6
chr19:44455374-44471752	ZNF221
chr19:44501047-44507022	LOC101928063
chr19:44506571-44507326	.
chr19:44507076-44518072	ZNF230
chr19:44529220-44529743	.
chr19:44529493-44537262	ZNF222
chr19:44598481-44613983	ZNF224
chr19:44645268-44645959	.
chr19:44645709-44664462	ZNF234
chr19:44646271-44646771	.
chr19:44711378-44712155	.
chr19:44716210-44717519	.
chr19:44716680-44741421	ZNF227
chr19:4472192-4502232	HDGFRP2
chr19:44790500-44809178	ZNF235
chr19:44808346-44809461	.
chr19:44889807-44905777	ZNF285
chr19:44905292-44906039	.
chr19:44978644-45004575	ZNF180
chr19:45004029-45005079	.
chr19:4502191-4517716	PLIN4
chr19:45147097-45169428	PVR
chr19:45147639-45148139	.
chr19:45151781-45152281	.
chr19:45157631-45158131	.
chr19:45221482-45222335	.
chr19:45227063-45227563	.
chr19:45457625-45459040	.
chr19:45458480-45496604	CLPTM1
chr19:46213886-46234151	FBXO46
chr19:46220446-46221768	.
chr19:46233901-46234516	.
chr19:46236508-46267797	BHMG1
chr19:46519719-46520467	.
chr19:46618577-46619077	.
chr19:46624612-46625112	.
chr19:46724999-46725883	.
chr19:47016503-47017246	.
chr19:47222767-47249720	STRN4
chr19:47239700-47240956	.
chr19:47242606-47243106	.
chr19:47248585-47250562	.
chr19:47249302-47261832	FKRP
chr19:47256941-47257441	.
chr19:47258154-47258654	.
chr19:47260488-47261058	.
chr19:47262941-47263773	.
chr19:47264571-47265150	.
chr19:47269843-47270451	.
chr19:47397029-47397868	.
chr19:47402028-47402528	.
chr19:47421932-47508333	ARHGAP35
chr19:47448107-47448686	.
chr19:47448865-47449365	.
chr19:47466256-47466756	.
chr19:47478687-47480763	.
chr19:47567446-47617009	ZC3H4
chr19:47605974-47606474	.
chr19:47615277-47616111	.
chr19:47616198-47617733	.
chr19:47633728-47635047	.
chr19:47634079-47713893	SAE1
chr19:47637912-47638412	.
chr19:47652628-47653206	.
chr19:47658426-47658926	.
chr19:47660813-47662092	.
chr19:47679325-47680609	.
chr19:48166027-48166527	.
chr19:48166688-48167874	.
chr19:48699163-48699663	.
chr19:48700076-48700975	.
chr19:48707012-48707512	.
chr19:48711342-48753104	CARD8
chr19:48758931-48761450	CARD8-AS1
chr19:48794253-48794927	.
chr19:49298038-49299430	.
chr19:49298318-49314320	BCAT2
chr19:49309814-49310314	.
chr19:49314069-49314661	.
chr19:49315403-49316336	.
chr19:49319113-49319703	.
chr19:49471381-49496610	GYS1
chr19:49481964-49482592	.
chr19:49489376-49489876	.
chr19:49495351-49495851	.
chr19:49495940-49497370	.
chr19:49496704-49519252	RUVBL2
chr19:49871961-49891338	LOC101928295
chr19:49895081-49895581	.
chr19:50479723-50528805	VRK3
chr19:50481388-50482146	.
chr19:50507130-50507630	.
chr19:50527920-50529460	.
chr19:50529149-50552031	ZNF473
chr19:50553845-50570052	LOC400710
chr19:50701967-50702467	.
chr19:50860325-50861471	.
chr19:50861576-50862518	.
chr19:51226604-51228981	CLEC11A
chr19:51227621-51228517	.
chr19:51300949-51308110	C19orf48
chr19:51515999-51523282	KLK10
chr19:51600862-51611647	CTU1
chr19:51611183-51612611	.
chr19:51628136-51633567	SIGLEC9
chr19:51630973-51631473	.
chr19:51632017-51632517	.
chr19:51635000-51636281	.
chr19:51656179-51685222	LOC101928517
chr19:51728334-51743274	CD33
chr19:51815101-51834102	IGLON5
chr19:51834794-51845378	VSIG10L
chr19:51841955-51843969	.
chr19:51845128-51845628	.
chr19:51848408-51869672	ETFB
chr19:51869339-51870428	.
chr19:51870585-51871578	.
chr19:51874873-51875960	NKG7
chr19:51897341-51897841	.
chr19:51925154-51925654	.
chr19:51976123-51976623	.
chr19:51981646-51982146	.
chr19:52018098-52018598	.
chr19:52034860-52035360	.
chr19:52056389-52056889	.
chr19:52074489-52092991	ZNF175
chr19:52095035-52097633	LINC01530
chr19:52159945-52160619	.
chr19:52188615-52196709	SPACA6P-AS
chr19:52191186-52193420	.
chr19:52193444-52194884	.
chr19:52196596-52208443	SPACA6
chr19:52216364-52227245	HAS1
chr19:52280873-52281851	.
chr19:52298398-52329443	FPR3
chr19:52374550-52391189	ZNF577
chr19:52391277-52403717	ZNF649-AS1
chr19:52392487-52408305	ZNF649
chr19:52430687-52449011	ZNF613
chr19:52467592-52490079	ZNF350
chr19:52494586-52511483	ZNF615
chr19:52516576-52531680	ZNF614
chr19:52531158-52532435	.
chr19:52534631-52552377	ZNF432
chr19:52551529-52552900	.
chr19:52567718-52599018	ZNF841
chr19:52598768-52599788	.
chr19:52616344-52643191	ZNF616
chr19:52641881-52643950	.
chr19:52658124-52674896	ZNF836
chr19:52692311-52693307	.
chr19:52693054-52729678	PPP2R1A
chr19:52693322-52693822	.
chr19:52695231-52695731	.
chr19:52703269-52703769	.
chr19:52703846-52704603	.
chr19:52772465-52773965	.
chr19:52772823-52795976	ZNF766
chr19:52799761-52801261	.
chr19:52800421-52829180	ZNF480
chr19:52839497-52870376	ZNF610
chr19:52872487-52873776	.
chr19:52873169-52889046	ZNF880
chr19:52892092-52901010	ZNF528-AS1
chr19:52900760-52901515	.
chr19:52901120-52921657	ZNF528
chr19:52956828-53020131	ZNF578
chr19:53030241-53031335	.
chr19:53030908-53059303	ZNF808
chr19:53038833-53039879	.
chr19:53072674-53073974	.
chr19:53073525-53090427	ZNF701
chr19:53087865-53089270	.
chr19:53099936-53103405	ZNF137P
chr19:53104163-53105124	.
chr19:53106986-53107486	.
chr19:53115617-53193834	ZNF83
chr19:53140654-53142258	.
chr19:53192951-53194511	.
chr19:53206065-53238307	ZNF611
chr19:53251531-53252031	.
chr19:53268065-53290044	ZNF600
chr19:53300660-53324922	ZNF28
chr19:53341784-53360902	ZNF468
chr19:53379424-53394599	ZNF320
chr19:53400001-53401534	.
chr19:53426075-53427209	.
chr19:53430387-53466164	ZNF816-ZNF321P
chr19:53445242-53446617	.
chr19:53452631-53466164	ZNF816
chr19:53465306-53466902	.
chr19:53471503-53496784	ZNF702P
chr19:53495593-53497702	.
chr19:53569866-53606687	ZNF160
chr19:53590065-53590747	.
chr19:53606030-53607386	.
chr19:53611131-53636173	ZNF415
chr19:53635273-53636423	.
chr19:53641956-53662322	ZNF347
chr19:53666551-53696619	ZNF665
chr19:53696369-53696886	.
chr19:53698465-53698965	.
chr19:53699849-53700826	.
chr19:53716200-53719355	ZNF818P
chr19:53738633-53758156	ZNF677
chr19:53811605-53812105	.
chr19:53832127-53832705	.
chr19:53836971-53859372	ZNF845
chr19:53892005-53892505	.
chr19:53892942-53893651	.
chr19:53898396-53915262	ZNF765
chr19:53926882-53927382	.
chr19:53928008-53928706	.
chr19:53934495-53935476	.
chr19:53935226-53947925	TPM3P9
chr19:53935226-53961515	ZNF761
chr19:53936376-53936876	.
chr19:53966469-53966969	.
chr19:53970677-53971565	.
chr19:53970988-53997546	ZNF813
chr19:54527078-54527578	.
chr19:54640192-54641685	.
chr19:54641435-54659446	CNOT3
chr19:54651233-54651832	.
chr19:54659377-54663481	LENG1
chr19:54663007-54663937	.
chr19:54663941-54665058	.
chr19:54665833-54666669	.
chr19:54677105-54693733	MBOAT7
chr19:54692959-54695651	.
chr19:54694118-54698394	TSEN34
chr19:54704122-54705198	.
chr19:54704725-54711515	RPS9
chr19:54711756-54712447	.
chr19:54712690-54713190	.
chr19:54713729-54714507	.
chr19:54714606-54715106	.
chr19:54754268-54761171	LILRB5
chr19:54769858-54770358	.
chr19:54777674-54785033	LILRB2
chr19:54926604-54947899	TTYH1
chr19:54931378-54931878	.
chr19:54931998-54932498	.
chr19:54942007-54943142	.
chr19:54946774-54948243	.
chr19:55700629-55701248	.
chr19:55718139-55718897	.
chr19:55727723-55728760	.
chr19:55738001-55740632	TMEM86B
chr19:55803243-55803743	.
chr19:55813031-55813983	.
chr19:55816802-55817302	.
chr19:55823587-55824239	.
chr19:55824421-55825249	.
chr19:55831053-55831553	.
chr19:5587009-5622938	SAFB2
chr19:55895089-55896328	.
chr19:55896496-55897549	.
chr19:55897299-55903451	RPL28
chr19:56004548-56005048	.
chr19:56005195-56006372	.
chr19:56014863-56015799	.
chr19:56028159-56029191	.
chr19:56088890-56092211	ZNF579
chr19:56091398-56092548	.
chr19:56093385-56093885	.
chr19:56096961-56097564	.
chr19:56098209-56099134	.
chr19:56102736-56110893	FIZ1
chr19:56110094-56112176	.
chr19:56111705-56114504	ZNF524
chr19:56115798-56117053	.
chr19:56117099-56117984	.
chr19:56124958-56129907	ZNF865
chr19:56132106-56135941	ZNF784
chr19:56133716-56134405	.
chr19:56143591-56144358	.
chr19:56145961-56146772	.
chr19:56150315-56150815	.
chr19:56151373-56153667	.
chr19:56153417-56154836	ZNF580
chr19:56154985-56156989	ZNF581
chr19:56158953-56164526	CCDC106
chr19:5623045-5668489	SAFB
chr19:56347943-56393220	NLRP4
chr19:56511091-56573174	NLRP5
chr19:56578049-56590166	LINC01864
chr19:56587725-56588225	.
chr19:56598728-56632742	ZNF787
chr19:56652534-56672262	ZNF444
chr19:56683200-56683700	.
chr19:56732671-56825933	ZSCAN5A
chr19:56815654-56816154	.
chr19:56825306-56827126	.
chr19:56879489-56891196	ZNF542P
chr19:56894119-56904970	ZNF582
chr19:56904425-56905294	.
chr19:56905044-56910539	ZNF582-AS1
chr19:56915044-56915943	.
chr19:56915693-56936400	ZNF583
chr19:56950692-56988770	ZNF667
chr19:56988520-56989742	.
chr19:56989242-57006805	ZNF667-AS1
chr19:57018761-57019934	.
chr19:57019211-57041583	ZNF471
chr19:57050316-57068170	ZFP28
chr19:57078148-57079347	.
chr19:57078889-57094262	ZNF470
chr19:57106330-57106913	.
chr19:57106663-57135544	ZNF71
chr19:57149260-57149760	.
chr19:57174019-57183123	ZNF835
chr19:57203834-57204334	.
chr19:57237383-57237883	.
chr19:57259431-57260251	.
chr19:57262311-57263050	.
chr19:57276689-57311014	ZIM2-AS1
chr19:57285922-57352097	ZIM2
chr19:57321444-57352094	PEG3
chr19:57323115-57324097	.
chr19:57337123-57337623	.
chr19:57342834-57343334	.
chr19:57348832-57349749	.
chr19:57350048-57351568	.
chr19:57352269-57359922	MIMT1
chr19:57377829-57378407	.
chr19:57416901-57417401	.
chr19:57427727-57428227	.
chr19:57428806-57429797	.
chr19:57430801-57431485	.
chr19:57477026-57478789	.
chr19:57484867-57485519	.
chr19:57485521-57486021	.
chr19:57486182-57486682	.
chr19:57487595-57488095	.
chr19:57489233-57489830	.
chr19:57491904-57493921	.
chr19:57496054-57496554	.
chr19:57505356-57506529	.
chr19:57506641-57507141	.
chr19:57511177-57511677	.
chr19:57512407-57512907	.
chr19:57512972-57514530	.
chr19:57514555-57515055	.
chr19:57519851-57520451	.
chr19:57521706-57522206	.
chr19:57545971-57546599	.
chr19:57548426-57549777	.
chr19:57563422-57563922	.
chr19:57568098-57569393	.
chr19:57580137-57581117	.
chr19:57607958-57608771	.
chr19:57610235-57610943	.
chr19:57615276-57615776	.
chr19:57621674-57622174	.
chr19:57682692-57684107	.
chr19:57702448-57703117	.
chr19:57702867-57734214	ZNF264
chr19:57751367-57752302	.
chr19:57752052-57774106	ZNF805
chr19:57778560-57791702	LOC105372476
chr19:57790850-57792596	.
chr19:57791852-57805436	ZNF460
chr19:57831523-57832114	.
chr19:57831864-57842144	ZNF543
chr19:57862220-57862891	.
chr19:57862641-57871265	ZNF304
chr19:57872972-57873472	.
chr19:57874349-57875128	.
chr19:57874802-57890925	ZNF547
chr19:57874878-57876721	TRAPPC2B
chr19:57900880-57901467	.
chr19:57901217-57913919	ZNF548
chr19:57922528-57933307	ZNF17
chr19:57946692-57958465	ZNF749
chr19:57980953-57988938	ZNF772
chr19:57999078-58006048	ZNF419
chr19:58011221-58019597	ZNF773
chr19:58038692-58052244	ZNF549
chr19:58053203-58071231	ZNF550
chr19:58082933-58090243	ZNF416
chr19:58095343-58105258	ZIK1
chr19:58111252-58121466	ZNF530
chr19:58125586-58136085	ZNF134
chr19:58144260-58145324	.
chr19:58144534-58155414	ZNF211
chr19:58175493-58176424	.
chr19:58193336-58201169	ZNF551
chr19:58207642-58220579	ZNF154
chr19:58231114-58238992	ZNF671
chr19:58238742-58239410	.
chr19:58257885-58258413	.
chr19:58258163-58269528	ZNF776
chr19:58280737-58281269	.
chr19:58281019-58291984	ZNF586
chr19:58318449-58326281	ZNF552
chr19:58330779-58331279	.
chr19:58340590-58341090	.
chr19:58341329-58342137	.
chr19:58341661-58357606	ZNF587B
chr19:58361180-58376491	ZNF587
chr19:58380746-58400442	ZNF814
chr19:58417141-58427978	ZNF417
chr19:58427728-58428306	.
chr19:58433251-58446755	ZNF418
chr19:58452200-58459077	ZNF256
chr19:58488420-58514195	ZNF606
chr19:58513689-58514511	.
chr19:58514261-58518574	LOC100128398
chr19:58566106-58566606	.
chr19:58570327-58571158	.
chr19:58570606-58581110	ZNF135
chr19:58595208-58609730	ZSCAN18
chr19:58608877-58609980	.
chr19:58637694-58662148	ZNF329
chr19:58661898-58662474	.
chr19:58665588-58667065	.
chr19:58694355-58724928	ZNF274
chr19:58740046-58775008	ZNF544
chr19:58789496-58791138	.
chr19:58790317-58807254	ZNF8
chr19:58790331-58827023	ZNF8-ERVK3-1
chr19:58816407-58817323	.
chr19:58816739-58827023	ERVK3-1
chr19:58826315-58838614	LOC105372480
chr19:58838092-58839208	.
chr19:58858171-58864865	A1BG
chr19:58863335-58866549	A1BG-AS1
chr19:58865722-58874214	ZNF497
chr19:58873146-58874769	.
chr19:58873991-58877945	LOC105372483
chr19:58878989-58892389	ZNF837
chr19:58898635-58906171	RPS5
chr19:58920040-58929692	ZNF584
chr19:58944180-58951589	ZNF132
chr19:58951339-58951881	.
chr19:58962970-58969199	ZNF324B
chr19:58978081-58978661	.
chr19:58978411-58984945	ZNF324
chr19:58986848-58988182	.
chr19:58987530-58992601	ZNF446
chr19:59009699-59023432	SLC27A5
chr19:59024896-59030926	ZBTB45
chr19:59055835-59062082	TRIM28
chr19:59062932-59066491	CHMP2A
chr19:59067078-59070343	UBE2M
chr19:59070552-59086164	MZF1-AS1
chr19:59073283-59084942	MZF1
chr19:59086765-59095762	CENPBD1P1
chr19:5921636-5922229	.
chr19:5926520-5927020	.
chr19:5954219-5955261	.
chr19:5993174-6110664	RFX2
chr19:6087904-6088404	.
chr19:6091489-6092897	.
chr19:6210391-6279959	MLLT1
chr19:6361462-6368915	CLPP
chr19:6372443-6375261	ALKBH7
chr19:6379579-6393291	GTF2F1
chr19:6413118-6424822	KHSRP
chr19:6440074-6459781	SLC25A23
chr19:6661263-6670599	TNFSF14
chr19:6677845-6720693	C3
chr19:6729924-6737633	GPR108
chr19:6739692-6751537	TRIP10
chr19:7069470-7087978	ZNF557
chr19:7112265-7294313	INSR
chr19:7196316-7198387	.
chr19:7459998-7537371	ARHGEF18
chr19:7541755-7553924	PEX11G
